Bandit,Reward,Algorithm
3.0,2.0614606087414398,EpsilonGreedy
3.0,4.8384606860405945,EpsilonGreedy
3.0,4.1748809313138775,EpsilonGreedy
3.0,4.989079458157905,EpsilonGreedy
3.0,5.14054079512405,EpsilonGreedy
3.0,2.780903218796545,EpsilonGreedy
3.0,4.976121270753648,EpsilonGreedy
3.0,3.6177330915935597,EpsilonGreedy
3.0,6.017524570464435,EpsilonGreedy
3.0,2.893369154183061,EpsilonGreedy
3.0,3.400296569711106,EpsilonGreedy
3.0,2.9872474779659575,EpsilonGreedy
3.0,4.583592712075641,EpsilonGreedy
3.0,5.699990504313136,EpsilonGreedy
3.0,4.9897560298948385,EpsilonGreedy
3.0,3.504319539984018,EpsilonGreedy
3.0,5.421204945057482,EpsilonGreedy
3.0,4.1066700872065,EpsilonGreedy
3.0,3.672003336464241,EpsilonGreedy
3.0,3.909140410416994,EpsilonGreedy
3.0,4.015442836651312,EpsilonGreedy
3.0,4.259987484254535,EpsilonGreedy
3.0,3.885019075000519,EpsilonGreedy
3.0,6.828131408588971,EpsilonGreedy
3.0,4.229952934932784,EpsilonGreedy
3.0,2.8669314333341327,EpsilonGreedy
3.0,3.2438358787764106,EpsilonGreedy
3.0,5.460369272020193,EpsilonGreedy
3.0,4.087219542494004,EpsilonGreedy
3.0,5.205409997973541,EpsilonGreedy
3.0,3.898803915337609,EpsilonGreedy
3.0,3.7205478000210674,EpsilonGreedy
3.0,4.431302023964593,EpsilonGreedy
3.0,3.097005327243102,EpsilonGreedy
3.0,3.978286089095161,EpsilonGreedy
3.0,4.873131268758691,EpsilonGreedy
3.0,4.914977196411293,EpsilonGreedy
3.0,4.23407132285697,EpsilonGreedy
3.0,2.3514263411288105,EpsilonGreedy
3.0,3.0265790598245834,EpsilonGreedy
3.0,4.670144686645185,EpsilonGreedy
3.0,3.653728628901278,EpsilonGreedy
3.0,4.512764475588527,EpsilonGreedy
3.0,3.5060415436905012,EpsilonGreedy
3.0,2.269826814159173,EpsilonGreedy
3.0,4.304769868328126,EpsilonGreedy
3.0,3.2197323601542607,EpsilonGreedy
3.0,5.879075798224291,EpsilonGreedy
3.0,6.167315617006263,EpsilonGreedy
3.0,4.369696714422146,EpsilonGreedy
3.0,6.272791538436431,EpsilonGreedy
3.0,4.06403939398521,EpsilonGreedy
3.0,3.058002139750932,EpsilonGreedy
3.0,5.332540539632426,EpsilonGreedy
3.0,3.7089198413799696,EpsilonGreedy
3.0,5.387581341646588,EpsilonGreedy
3.0,3.204417561672363,EpsilonGreedy
3.0,4.6026593450473925,EpsilonGreedy
3.0,5.887745486020334,EpsilonGreedy
3.0,4.202208886623302,EpsilonGreedy
3.0,3.0965453428171337,EpsilonGreedy
3.0,3.5451576878056317,EpsilonGreedy
3.0,1.4978557311450218,EpsilonGreedy
3.0,3.3717768392331076,EpsilonGreedy
3.0,3.9323748292233445,EpsilonGreedy
3.0,5.546388735888115,EpsilonGreedy
3.0,5.663474496584319,EpsilonGreedy
3.0,5.089108515803773,EpsilonGreedy
3.0,5.067687766264483,EpsilonGreedy
3.0,3.0212243162055348,EpsilonGreedy
3.0,4.318119356175589,EpsilonGreedy
3.0,2.6498453079454984,EpsilonGreedy
3.0,1.3453908130111984,EpsilonGreedy
3.0,3.0376126109195805,EpsilonGreedy
3.0,3.971621832352299,EpsilonGreedy
3.0,4.377490340128843,EpsilonGreedy
3.0,3.802939437478504,EpsilonGreedy
3.0,6.007697428923527,EpsilonGreedy
3.0,4.420083435670663,EpsilonGreedy
3.0,5.140641315189219,EpsilonGreedy
3.0,3.259064773775571,EpsilonGreedy
3.0,4.38825668779966,EpsilonGreedy
3.0,4.031420063806261,EpsilonGreedy
3.0,3.254472641551351,EpsilonGreedy
3.0,4.65110530142369,EpsilonGreedy
3.0,3.429446644979573,EpsilonGreedy
3.0,4.042873666706999,EpsilonGreedy
3.0,3.2394277105278046,EpsilonGreedy
3.0,4.764542998065814,EpsilonGreedy
3.0,4.158692950443214,EpsilonGreedy
3.0,4.859201233976566,EpsilonGreedy
3.0,3.8745618299023485,EpsilonGreedy
3.0,4.88816638725095,EpsilonGreedy
3.0,4.166045740224772,EpsilonGreedy
3.0,3.8540750538037174,EpsilonGreedy
3.0,4.645529288232879,EpsilonGreedy
3.0,3.960893293962886,EpsilonGreedy
3.0,3.170902482686499,EpsilonGreedy
3.0,3.21303823394467,EpsilonGreedy
3.0,3.41310341083395,EpsilonGreedy
3.0,3.7204258837570343,EpsilonGreedy
3.0,4.086084804849744,EpsilonGreedy
3.0,3.404776362612489,EpsilonGreedy
3.0,3.9545515672507356,EpsilonGreedy
3.0,4.341826748482443,EpsilonGreedy
3.0,4.627847140897304,EpsilonGreedy
3.0,5.203218551195258,EpsilonGreedy
3.0,5.116369157460782,EpsilonGreedy
3.0,3.3082642606481047,EpsilonGreedy
3.0,4.506427298786304,EpsilonGreedy
3.0,4.729494230584793,EpsilonGreedy
3.0,4.708746450442807,EpsilonGreedy
3.0,3.8129955163766325,EpsilonGreedy
3.0,2.6323370711962735,EpsilonGreedy
3.0,3.6697734028454088,EpsilonGreedy
3.0,3.3209706021398135,EpsilonGreedy
3.0,5.526767484554016,EpsilonGreedy
3.0,5.53432936620944,EpsilonGreedy
3.0,4.304649433216424,EpsilonGreedy
3.0,4.356939541428077,EpsilonGreedy
3.0,6.3287112079552585,EpsilonGreedy
3.0,5.1307046654757364,EpsilonGreedy
3.0,4.10427042719268,EpsilonGreedy
3.0,3.5095777525774117,EpsilonGreedy
3.0,5.187266532240489,EpsilonGreedy
3.0,4.9514740088524345,EpsilonGreedy
3.0,3.732225509764186,EpsilonGreedy
3.0,3.2442550290812684,EpsilonGreedy
3.0,4.189336495457893,EpsilonGreedy
3.0,5.051653938495316,EpsilonGreedy
3.0,3.2670284412298476,EpsilonGreedy
3.0,2.4092852372325644,EpsilonGreedy
3.0,2.7662921765139177,EpsilonGreedy
3.0,5.680877503938192,EpsilonGreedy
3.0,2.4039221813144973,EpsilonGreedy
3.0,3.230714427390751,EpsilonGreedy
3.0,4.476258170175084,EpsilonGreedy
3.0,3.6228855341796016,EpsilonGreedy
3.0,2.3064399364043813,EpsilonGreedy
3.0,3.148727901715693,EpsilonGreedy
3.0,4.996772631468675,EpsilonGreedy
3.0,3.520768931165681,EpsilonGreedy
3.0,3.260316291841035,EpsilonGreedy
3.0,3.2149691623309984,EpsilonGreedy
3.0,4.303829555486313,EpsilonGreedy
3.0,4.192436791987274,EpsilonGreedy
3.0,5.55269410382914,EpsilonGreedy
3.0,4.008488257482625,EpsilonGreedy
3.0,4.778714045639717,EpsilonGreedy
3.0,2.0061552846020323,EpsilonGreedy
3.0,5.1859506430720295,EpsilonGreedy
3.0,4.596797306749886,EpsilonGreedy
3.0,5.983928453421186,EpsilonGreedy
3.0,4.262344260620493,EpsilonGreedy
3.0,3.6822869875023927,EpsilonGreedy
3.0,3.351828161496643,EpsilonGreedy
3.0,4.485349660845337,EpsilonGreedy
3.0,4.365463702745931,EpsilonGreedy
3.0,2.254818006256756,EpsilonGreedy
3.0,4.486787421855286,EpsilonGreedy
3.0,4.628154533107204,EpsilonGreedy
3.0,2.4721706130470738,EpsilonGreedy
3.0,4.249069054500067,EpsilonGreedy
3.0,3.9273552951838804,EpsilonGreedy
3.0,4.888578869560608,EpsilonGreedy
3.0,3.066027373215606,EpsilonGreedy
3.0,2.7517805699761677,EpsilonGreedy
3.0,4.497185684301529,EpsilonGreedy
3.0,3.534997309979445,EpsilonGreedy
3.0,4.391241811145114,EpsilonGreedy
3.0,3.48451232826163,EpsilonGreedy
3.0,3.6394570060109572,EpsilonGreedy
3.0,3.694546984875477,EpsilonGreedy
3.0,3.973909626493969,EpsilonGreedy
3.0,2.9040516750733456,EpsilonGreedy
3.0,3.960523415003454,EpsilonGreedy
3.0,4.523335411762735,EpsilonGreedy
3.0,4.519204220653333,EpsilonGreedy
3.0,4.924281038077648,EpsilonGreedy
3.0,4.802372071694731,EpsilonGreedy
3.0,3.4319491379469644,EpsilonGreedy
3.0,3.4589562154875604,EpsilonGreedy
3.0,3.849480327625846,EpsilonGreedy
3.0,4.315151144927654,EpsilonGreedy
3.0,3.1166928025982235,EpsilonGreedy
3.0,4.692900878729891,EpsilonGreedy
