Bandit,Reward,Algorithm
3.0,3.9673875948426818,ThompsonSampling
3.0,4.425659633756638,ThompsonSampling
3.0,3.9450361574449717,ThompsonSampling
3.0,4.520906132396547,ThompsonSampling
3.0,3.5328419445636325,ThompsonSampling
3.0,3.8952735933369445,ThompsonSampling
3.0,3.9222210738128247,ThompsonSampling
3.0,3.0109517213157533,ThompsonSampling
3.0,3.251990913747354,ThompsonSampling
3.0,5.444602756355748,ThompsonSampling
3.0,2.0989971894391317,ThompsonSampling
3.0,5.39419147578354,ThompsonSampling
3.0,4.138995525150578,ThompsonSampling
3.0,2.4394805466179657,ThompsonSampling
3.0,3.981173317699997,ThompsonSampling
3.0,3.4614986088097286,ThompsonSampling
3.0,5.684075518417365,ThompsonSampling
3.0,4.013352013987757,ThompsonSampling
3.0,4.283225226670214,ThompsonSampling
3.0,3.0836665606138567,ThompsonSampling
3.0,2.341402998758408,ThompsonSampling
3.0,3.867174852686924,ThompsonSampling
3.0,4.7684831521301305,ThompsonSampling
3.0,3.561933056322238,ThompsonSampling
3.0,3.9629108980216268,ThompsonSampling
3.0,3.6750783533854654,ThompsonSampling
3.0,4.278205054529095,ThompsonSampling
3.0,3.8460172724063626,ThompsonSampling
3.0,3.780011385384214,ThompsonSampling
3.0,4.517638945514028,ThompsonSampling
3.0,3.670591114446335,ThompsonSampling
3.0,3.271842188844568,ThompsonSampling
3.0,5.45240535517577,ThompsonSampling
3.0,5.622614577016474,ThompsonSampling
3.0,3.8736460203046477,ThompsonSampling
3.0,4.047602992463639,ThompsonSampling
3.0,5.194897598634856,ThompsonSampling
3.0,3.145452867547383,ThompsonSampling
3.0,4.701391797113553,ThompsonSampling
3.0,3.4279313683080055,ThompsonSampling
3.0,3.1566875303085005,ThompsonSampling
3.0,3.6457078460140746,ThompsonSampling
3.0,3.4478917367234576,ThompsonSampling
3.0,3.2232014005221044,ThompsonSampling
3.0,4.554639386110489,ThompsonSampling
3.0,3.8892035057586214,ThompsonSampling
3.0,4.6731649089460845,ThompsonSampling
3.0,5.166106973290601,ThompsonSampling
3.0,4.006804093933497,ThompsonSampling
3.0,4.868761037328706,ThompsonSampling
3.0,3.98613428580812,ThompsonSampling
3.0,3.6283316428617347,ThompsonSampling
3.0,3.6643531760693318,ThompsonSampling
3.0,2.5521922620258133,ThompsonSampling
3.0,3.6959465506970166,ThompsonSampling
3.0,4.110984056515491,ThompsonSampling
3.0,4.769653626348054,ThompsonSampling
3.0,5.262968320321039,ThompsonSampling
3.0,2.8034109703479175,ThompsonSampling
3.0,5.037482199762466,ThompsonSampling
3.0,5.883638956975388,ThompsonSampling
3.0,3.0086463255418816,ThompsonSampling
3.0,5.008288226851272,ThompsonSampling
3.0,3.3987467686567405,ThompsonSampling
3.0,3.947071687564963,ThompsonSampling
3.0,3.7756631301483834,ThompsonSampling
3.0,3.0262025008257405,ThompsonSampling
3.0,5.031025445321395,ThompsonSampling
3.0,2.6472057199705654,ThompsonSampling
3.0,2.7592112636250343,ThompsonSampling
3.0,3.609928964304,ThompsonSampling
3.0,5.489285051630983,ThompsonSampling
3.0,3.2995741140060497,ThompsonSampling
3.0,4.029411885335568,ThompsonSampling
3.0,4.165456246278855,ThompsonSampling
3.0,2.6318417031737926,ThompsonSampling
3.0,4.2128100926183185,ThompsonSampling
3.0,3.1684505480853113,ThompsonSampling
3.0,5.644783321910298,ThompsonSampling
3.0,4.641534130086861,ThompsonSampling
3.0,4.530932104629341,ThompsonSampling
3.0,3.365698043191034,ThompsonSampling
3.0,4.330332694607436,ThompsonSampling
